Run	actual_sex	SCiMS sample ID	SCiMS predicted sex	Total reads mapped	Reads mapped to X	Reads mapped to Y	Rx	Rx 95% CI	Ry	Ry 95% CI	Posterior probability of being male 	Posterior probability of being female 	Status
S8M200_SRR346690	male	S8M200_SRR346690	male	111	3	1	0.469	(0.469, 0.469)	0.25	(-0.174, 0.674)	0.9971	0.0029	Success
S8M250_SRR346690	male	S8M250_SRR346690	uncertain	132	0	0	0.0	(-0.0, 0.0)		(nan, nan)			Success
S8M300_SRR346690	male	S8M300_SRR346690	female	140	3	0	0.3761	(0.376, 0.376)	0.0	(0.0, 0.0)	0.0002	0.9998	Success
S8M350_SRR346690	male	S8M350_SRR346690	female	164	1	0	0.1212	(0.121, 0.121)	0.0	(0.0, 0.0)	0.0	1.0	Success
S8M400_SRR346690	male	S8M400_SRR346690	male	203	5	2	0.5015	(0.501, 0.501)	0.2857	(-0.049, 0.62)	0.9999	0.0001	Success
S8M450_SRR346690	male	S8M450_SRR346690	female	202	7	1	0.6542	(0.654, 0.654)	0.125	(-0.104, 0.354)	0.0262	0.9738	Success
S8M1000_SRR346690	male	S8M1000_SRR346690	female	489	18	1	0.7313	(0.731, 0.731)	0.0526	(-0.048, 0.153)	0.0009	0.9991	Success
S8M5000_SRR346690	male	S8M5000_SRR346690	uncertain	2445	59	7	0.4679	(0.468, 0.468)	0.1061	(0.032, 0.18)	0.8361	0.1639	Success
S8M10000_SRR346690	male	S8M10000_SRR346690	male	4889	95	27	0.369	(0.369, 0.369)	0.2213	(0.148, 0.295)	1.0	0.0	Success
S8M100000_SRR346690	male	S8M100000_SRR346690	male	48742	1097	217	0.4336	(0.434, 0.434)	0.1651	(0.145, 0.185)	1.0	0.0	Success
S8M1000000_SRR346690	male	S8M1000000_SRR346690	male	489068	10712	2229	0.4223	(0.422, 0.422)	0.1722	(0.166, 0.179)	1.0	0.0	Success
S9F150_SRR064532	female	S9F150_SRR064532	female	63	4	0	1.2226	(1.223, 1.223)	0.0	(0.0, 0.0)	0.0	1.0	Success
S9F200_SRR064532	female	S9F200_SRR064532	female	76	4	0	1.151	(1.151, 1.151)	0.0	(0.0, 0.0)	0.0	1.0	Success
S9F250_SRR064532	female	S9F250_SRR064532	female	102	5	0	1.0067	(1.007, 1.007)	0.0	(0.0, 0.0)	0.0	1.0	Success
S9F300_SRR064532	female	S9F300_SRR064532	female	138	5	0	0.6791	(0.679, 0.679)	0.0	(0.0, 0.0)	0.0005	0.9995	Success
S9F350_SRR064532	female	S9F350_SRR064532	female	158	6	0	0.7426	(0.743, 0.743)	0.0	(0.0, 0.0)	0.0003	0.9997	Success
S9F400_SRR064532	female	S9F400_SRR064532	female	161	11	0	1.4281	(1.428, 1.428)	0.0	(0.0, 0.0)	0.0	1.0	Success
S9F450_SRR064532	female	S9F450_SRR064532	female	201	6	0	0.5811	(0.581, 0.581)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S9F1000_SRR064532	female	S9F1000_SRR064532	female	427	20	0	0.9149	(0.915, 0.915)	0.0	(0.0, 0.0)	0.0	1.0	Success
S9F5000_SRR064532	female	S9F5000_SRR064532	female	2198	101	0	0.902	(0.902, 0.902)	0.0	(0.0, 0.0)	0.0	1.0	Success
S9F10000_SRR064532	female	S9F10000_SRR064532	female	4378	212	0	0.9558	(0.956, 0.956)	0.0	(0.0, 0.0)	0.0	1.0	Success
S9F100000_SRR064532	female	S9F100000_SRR064532	female	43888	1813	11	0.8125	(0.812, 0.813)	0.006	(0.002, 0.01)	0.0	1.0	Success
S9F1000000_SRR064532	female	S9F1000000_SRR064532	female	436879	18950	100	0.8526	(0.853, 0.853)	0.0052	(0.004, 0.006)	0.0	1.0	Success
S9M150_SRR346690	male	S9M150_SRR346690	male	74	1	2	0.259	(0.259, 0.259)	0.6667	(0.133, 1.2)	1.0	0.0	Success
S9M200_SRR346690	male	S9M200_SRR346690	female	87	1	0	0.2105	(0.21, 0.21)	0.0	(0.0, 0.0)	0.0	1.0	Success
S9M250_SRR346690	male	S9M250_SRR346690	male	129	2	2	0.2784	(0.278, 0.278)	0.5	(0.01, 0.99)	1.0	0.0	Success
S9M300_SRR346690	male	S9M300_SRR346690	female	151	3	0	0.3704	(0.37, 0.37)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S9M350_SRR346690	male	S9M350_SRR346690	uncertain	158	4	1	0.4656	(0.466, 0.466)	0.2	(-0.151, 0.551)	0.8436	0.1564	Success
S9M400_SRR346690	male	S9M400_SRR346690	female	195	6	0	0.5985	(0.598, 0.598)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S9M450_SRR346690	male	S9M450_SRR346690	female	215	2	0	0.1801	(0.18, 0.18)	0.0	(0.0, 0.0)	0.0	1.0	Success
S9M1000_SRR346690	male	S9M1000_SRR346690	female	494	10	1	0.4	(0.4, 0.4)	0.0909	(-0.079, 0.261)	0.0046	0.9954	Success
S9M5000_SRR346690	male	S9M5000_SRR346690	male	2499	54	18	0.4206	(0.421, 0.421)	0.25	(0.15, 0.35)	1.0	0.0	Success
S9M10000_SRR346690	male	S9M10000_SRR346690	male	4895	120	19	0.474	(0.474, 0.474)	0.1367	(0.08, 0.194)	0.9995	0.0005	Success
S9M100000_SRR346690	male	S9M100000_SRR346690	male	48839	1072	237	0.4222	(0.422, 0.422)	0.1811	(0.16, 0.202)	1.0	0.0	Success
S9M1000000_SRR346690	male	S9M1000000_SRR346690	male	489467	10697	2305	0.4211	(0.421, 0.421)	0.1773	(0.171, 0.184)	1.0	0.0	Success
S10F150_SRR064532	female	S10F150_SRR064532	female	65	2	0	0.5932	(0.593, 0.593)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S10F200_SRR064532	female	S10F200_SRR064532	female	79	3	0	0.7901	(0.79, 0.79)	0.0	(0.0, 0.0)	0.0002	0.9998	Success
S10F250_SRR064532	female	S10F250_SRR064532	female	93	3	0	0.6608	(0.661, 0.661)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S10F300_SRR064532	female	S10F300_SRR064532	female	133	5	0	0.7362	(0.736, 0.736)	0.0	(0.0, 0.0)	0.0003	0.9997	Success
S10F350_SRR064532	female	S10F350_SRR064532	female	145	9	0	1.1882	(1.188, 1.188)	0.0	(0.0, 0.0)	0.0	1.0	Success
S10F400_SRR064532	female	S10F400_SRR064532	female	170	4	0	0.4529	(0.453, 0.453)	0.0	(0.0, 0.0)	0.0003	0.9997	Success
S10F450_SRR064532	female	S10F450_SRR064532	female	198	9	0	0.8636	(0.864, 0.864)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S10F1000_SRR064532	female	S10F1000_SRR064532	female	439	23	0	1.0453	(1.045, 1.045)	0.0	(0.0, 0.0)	0.0	1.0	Success
S10F5000_SRR064532	female	S10F5000_SRR064532	female	2140	94	2	0.8703	(0.87, 0.87)	0.0208	(-0.008, 0.049)	0.0	1.0	Success
S10F10000_SRR064532	female	S10F10000_SRR064532	female	4309	192	0	0.8851	(0.885, 0.885)	0.0	(0.0, 0.0)	0.0	1.0	Success
S10F100000_SRR064532	female	S10F100000_SRR064532	female	43647	1829	11	0.8187	(0.819, 0.819)	0.006	(0.002, 0.01)	0.0	1.0	Success
S10F1000000_SRR064532	female	S10F1000000_SRR064532	female	437092	18807	90	0.8456	(0.846, 0.846)	0.0048	(0.004, 0.006)	0.0	1.0	Success
S10M150_SRR346690	male	S10M150_SRR346690	uncertain	81	0	0	0.0	(-0.0, 0.0)		(nan, nan)			Success
S10M200_SRR346690	male	S10M200_SRR346690	male	95	2	1	0.423	(0.423, 0.423)	0.3333	(-0.2, 0.867)	1.0	0.0	Success
S10M250_SRR346690	male	S10M250_SRR346690	female	115	4	0	0.7286	(0.729, 0.729)	0.0	(0.0, 0.0)	0.0004	0.9996	Success
S10M300_SRR346690	male	S10M300_SRR346690	female	135	4	0	0.5922	(0.592, 0.592)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S10M350_SRR346690	male	S10M350_SRR346690	female	173	3	0	0.3446	(0.345, 0.345)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S10M400_SRR346690	male	S10M400_SRR346690	uncertain	187	6	1	0.5745	(0.574, 0.574)	0.1429	(-0.116, 0.402)	0.0973	0.9027	Success
S10M450_SRR346690	male	S10M450_SRR346690	female	223	5	0	0.4599	(0.46, 0.46)	0.0	(0.0, 0.0)	0.0004	0.9996	Success
S10M1000_SRR346690	male	S10M1000_SRR346690	male	506	9	4	0.3457	(0.346, 0.346)	0.3077	(0.057, 0.559)	1.0	0.0	Success
S10M5000_SRR346690	male	S10M5000_SRR346690	male	2407	55	14	0.4403	(0.44, 0.44)	0.2029	(0.108, 0.298)	1.0	0.0	Success
S10M10000_SRR346690	male	S10M10000_SRR346690	male	4814	113	27	0.4528	(0.453, 0.453)	0.1929	(0.128, 0.258)	1.0	0.0	Success
S10M100000_SRR346690	male	S10M100000_SRR346690	male	49053	1086	246	0.4264	(0.426, 0.426)	0.1847	(0.164, 0.206)	1.0	0.0	Success
S10M1000000_SRR346690	male	S10M1000000_SRR346690	male	489193	10596	2276	0.4172	(0.417, 0.417)	0.1768	(0.17, 0.183)	1.0	0.0	Success
S11F150_SRR064532	female	S11F150_SRR064532	female	67	4	0	1.1622	(1.162, 1.162)	0.0	(0.0, 0.0)	0.0	1.0	Success
S11F200_SRR064532	female	S11F200_SRR064532	female	94	7	0	1.537	(1.537, 1.537)	0.0	(0.0, 0.0)	0.0	1.0	Success
S11F250_SRR064532	female	S11F250_SRR064532	female	115	8	0	1.4124	(1.412, 1.412)	0.0	(0.0, 0.0)	0.0	1.0	Success
S11F300_SRR064532	female	S11F300_SRR064532	female	126	5	0	0.8063	(0.806, 0.806)	0.0	(0.0, 0.0)	0.0002	0.9998	Success
S11F350_SRR064532	female	S11F350_SRR064532	female	155	6	0	0.7426	(0.743, 0.743)	0.0	(0.0, 0.0)	0.0003	0.9997	Success
S11F400_SRR064532	female	S11F400_SRR064532	female	161	6	0	0.7258	(0.726, 0.726)	0.0	(0.0, 0.0)	0.0004	0.9996	Success
S11F450_SRR064532	female	S11F450_SRR064532	female	185	8	0	0.8706	(0.871, 0.871)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S11F1000_SRR064532	female	S11F1000_SRR064532	female	428	20	0	0.9433	(0.943, 0.943)	0.0	(0.0, 0.0)	0.0	1.0	Success
S11F5000_SRR064532	female	S11F5000_SRR064532	female	2236	108	0	0.9706	(0.971, 0.971)	0.0	(0.0, 0.0)	0.0	1.0	Success
S11F10000_SRR064532	female	S11F10000_SRR064532	female	4329	160	1	0.7125	(0.713, 0.713)	0.0062	(-0.006, 0.018)	0.0045	0.9955	Success
S11F100000_SRR064532	female	S11F100000_SRR064532	female	43771	1936	12	0.8698	(0.87, 0.87)	0.0062	(0.003, 0.01)	0.0	1.0	Success
S11F1000000_SRR064532	female	S11F1000000_SRR064532	female	436851	18814	87	0.8464	(0.846, 0.846)	0.0046	(0.004, 0.006)	0.0	1.0	Success
S11M150_SRR346690	male	S11M150_SRR346690	male	71	1	1	0.247	(0.247, 0.247)	0.5	(-0.193, 1.193)	1.0	0.0	Success
S11M200_SRR346690	male	S11M200_SRR346690	female	95	3	0	0.6285	(0.628, 0.628)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S11M250_SRR346690	male	S11M250_SRR346690	female	120	1	0	0.1609	(0.161, 0.161)	0.0	(0.0, 0.0)	0.0	1.0	Success
S11M300_SRR346690	male	S11M300_SRR346690	female	156	5	0	0.6036	(0.604, 0.604)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S11M350_SRR346690	male	S11M350_SRR346690	male	177	2	2	0.2103	(0.21, 0.21)	0.5	(0.01, 0.99)	1.0	0.0	Success
S11M400_SRR346690	male	S11M400_SRR346690	male	176	3	1	0.3208	(0.321, 0.321)	0.25	(-0.174, 0.674)	0.995	0.005	Success
S11M450_SRR346690	male	S11M450_SRR346690	uncertain	236	5	1	0.4136	(0.414, 0.414)	0.1667	(-0.132, 0.465)	0.2909	0.7091	Success
S11M1000_SRR346690	male	S11M1000_SRR346690	female	477	11	1	0.4519	(0.452, 0.452)	0.0833	(-0.073, 0.24)	0.0048	0.9952	Success
S11M5000_SRR346690	male	S11M5000_SRR346690	male	2466	50	9	0.3893	(0.389, 0.389)	0.1525	(0.061, 0.244)	0.9997	0.0003	Success
S11M10000_SRR346690	male	S11M10000_SRR346690	male	4884	99	21	0.3935	(0.394, 0.394)	0.175	(0.107, 0.243)	1.0	0.0	Success
S11M100000_SRR346690	male	S11M100000_SRR346690	male	48832	1093	242	0.4325	(0.433, 0.433)	0.1813	(0.161, 0.202)	1.0	0.0	Success
S11M1000000_SRR346690	male	S11M1000000_SRR346690	male	488954	10722	2246	0.4228	(0.423, 0.423)	0.1732	(0.167, 0.18)	1.0	0.0	Success
S12F150_SRR064532	female	S12F150_SRR064532	female	64	3	0	0.9469	(0.947, 0.947)	0.0	(0.0, 0.0)	0.0	1.0	Success
S12F200_SRR064532	female	S12F200_SRR064532	female	93	2	0	0.408	(0.408, 0.408)	0.0	(0.0, 0.0)	0.0002	0.9998	Success
S12F250_SRR064532	female	S12F250_SRR064532	female	113	7	0	1.1662	(1.166, 1.166)	0.0	(0.0, 0.0)	0.0	1.0	Success
S12F300_SRR064532	female	S12F300_SRR064532	female	152	9	0	1.171	(1.171, 1.171)	0.0	(0.0, 0.0)	0.0	1.0	Success
S12F350_SRR064532	female	S12F350_SRR064532	female	147	7	0	1.0075	(1.008, 1.008)	0.0	(0.0, 0.0)	0.0	1.0	Success
S12F400_SRR064532	female	S12F400_SRR064532	female	177	8	0	0.8556	(0.856, 0.856)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S12F450_SRR064532	female	S12F450_SRR064532	female	192	9	0	0.8933	(0.893, 0.893)	0.0	(0.0, 0.0)	0.0	1.0	Success
S12F1000_SRR064532	female	S12F1000_SRR064532	female	442	9	0	0.3871	(0.387, 0.387)	0.0	(0.0, 0.0)	0.0002	0.9998	Success
S12F5000_SRR064532	female	S12F5000_SRR064532	female	2159	101	1	0.911	(0.911, 0.911)	0.0098	(-0.009, 0.029)	0.0	1.0	Success
S12F10000_SRR064532	female	S12F10000_SRR064532	female	4399	176	1	0.7918	(0.792, 0.792)	0.0056	(-0.005, 0.017)	0.0002	0.9998	Success
S12F100000_SRR064532	female	S12F100000_SRR064532	female	43812	1961	11	0.8827	(0.883, 0.883)	0.0056	(0.002, 0.009)	0.0	1.0	Success
S12F1000000_SRR064532	female	S12F1000000_SRR064532	female	436981	18641	96	0.8382	(0.838, 0.838)	0.0051	(0.004, 0.006)	0.0	1.0	Success
S12M150_SRR346690	male	S12M150_SRR346690	female	71	2	0	0.5513	(0.551, 0.551)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S12M200_SRR346690	male	S12M200_SRR346690	female	108	3	0	0.5364	(0.536, 0.536)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S12M250_SRR346690	male	S12M250_SRR346690	uncertain	114	4	1	0.672	(0.672, 0.672)	0.2	(-0.151, 0.551)	0.6519	0.3481	Success
S12M300_SRR346690	male	S12M300_SRR346690	female	122	4	0	0.6286	(0.629, 0.629)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S12M350_SRR346690	male	S12M350_SRR346690	female	190	7	1	0.7344	(0.734, 0.734)	0.125	(-0.104, 0.354)	0.0117	0.9883	Success
S12M400_SRR346690	male	S12M400_SRR346690	male	212	2	3	0.1792	(0.179, 0.179)	0.6	(0.171, 1.029)	1.0	0.0	Success
S12M450_SRR346690	male	S12M450_SRR346690	male	231	3	1	0.2545	(0.254, 0.254)	0.25	(-0.174, 0.674)	0.9901	0.0099	Success
S12M1000_SRR346690	male	S12M1000_SRR346690	female	482	11	1	0.436	(0.436, 0.436)	0.0833	(-0.073, 0.24)	0.0043	0.9957	Success
S12M5000_SRR346690	male	S12M5000_SRR346690	male	2459	47	13	0.3718	(0.372, 0.372)	0.2167	(0.112, 0.321)	1.0	0.0	Success
S12M10000_SRR346690	male	S12M10000_SRR346690	male	4886	103	23	0.4097	(0.41, 0.41)	0.1825	(0.115, 0.25)	1.0	0.0	Success
S12M100000_SRR346690	male	S12M100000_SRR346690	male	48812	1080	235	0.4264	(0.426, 0.426)	0.1787	(0.158, 0.199)	1.0	0.0	Success
S12M1000000_SRR346690	male	S12M1000000_SRR346690	male	488810	10615	2329	0.4183	(0.418, 0.418)	0.1799	(0.173, 0.187)	1.0	0.0	Success
S13F150_SRR064532	female	S13F150_SRR064532	female	67	4	0	1.1856	(1.186, 1.186)	0.0	(0.0, 0.0)	0.0	1.0	Success
S13F200_SRR064532	female	S13F200_SRR064532	female	92	5	0	1.1267	(1.127, 1.127)	0.0	(0.0, 0.0)	0.0	1.0	Success
S13F250_SRR064532	female	S13F250_SRR064532	female	117	5	0	0.809	(0.809, 0.809)	0.0	(0.0, 0.0)	0.0002	0.9998	Success
S13F300_SRR064532	female	S13F300_SRR064532	female	116	3	0	0.4787	(0.479, 0.479)	0.0	(0.0, 0.0)	0.0004	0.9996	Success
S13F350_SRR064532	female	S13F350_SRR064532	female	156	7	0	0.8487	(0.849, 0.849)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S13F400_SRR064532	female	S13F400_SRR064532	female	198	10	0	0.9863	(0.986, 0.986)	0.0	(0.0, 0.0)	0.0	1.0	Success
S13F450_SRR064532	female	S13F450_SRR064532	female	189	6	0	0.6119	(0.612, 0.612)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S13F1000_SRR064532	female	S13F1000_SRR064532	female	445	23	0	1.0348	(1.035, 1.035)	0.0	(0.0, 0.0)	0.0	1.0	Success
S13F5000_SRR064532	female	S13F5000_SRR064532	female	2139	96	0	0.8867	(0.887, 0.887)	0.0	(0.0, 0.0)	0.0	1.0	Success
S13F10000_SRR064532	female	S13F10000_SRR064532	female	4359	186	0	0.839	(0.839, 0.839)	0.0	(0.0, 0.0)	0.0	1.0	Success
S13F100000_SRR064532	female	S13F100000_SRR064532	female	43690	1826	7	0.8212	(0.821, 0.821)	0.0038	(0.001, 0.007)	0.0	1.0	Success
S13F1000000_SRR064532	female	S13F1000000_SRR064532	female	436832	18545	92	0.8335	(0.834, 0.834)	0.0049	(0.004, 0.006)	0.0	1.0	Success
S13M150_SRR346690	male	S13M150_SRR346690	female	73	1	0	0.273	(0.273, 0.273)	0.0	(0.0, 0.0)	0.0	1.0	Success
S13M200_SRR346690	male	S13M200_SRR346690	male	89	0	2	0.0	(-0.0, 0.0)	1.0	(1.0, 1.0)	1.0	0.0	Success
S13M250_SRR346690	male	S13M250_SRR346690	male	126	1	3	0.1538	(0.154, 0.154)	0.75	(0.326, 1.174)	1.0	0.0	Success
S13M300_SRR346690	male	S13M300_SRR346690	male	154	1	1	0.1232	(0.123, 0.123)	0.5	(-0.193, 1.193)	1.0	0.0	Success
S13M350_SRR346690	male	S13M350_SRR346690	female	164	5	0	0.5626	(0.563, 0.563)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S13M400_SRR346690	male	S13M400_SRR346690	uncertain	191	5	1	0.5113	(0.511, 0.511)	0.1667	(-0.132, 0.465)	0.3421	0.6579	Success
S13M450_SRR346690	male	S13M450_SRR346690	female	210	5	0	0.4638	(0.464, 0.464)	0.0	(0.0, 0.0)	0.0004	0.9996	Success
S13M1000_SRR346690	male	S13M1000_SRR346690	uncertain	475	7	2	0.2847	(0.285, 0.285)	0.2222	(-0.049, 0.494)	0.9156	0.0844	Success
S13M5000_SRR346690	male	S13M5000_SRR346690	male	2485	54	9	0.4101	(0.41, 0.41)	0.1429	(0.056, 0.229)	0.999	0.001	Success
S13M10000_SRR346690	male	S13M10000_SRR346690	male	4879	93	27	0.3667	(0.367, 0.367)	0.225	(0.15, 0.3)	1.0	0.0	Success
S13M100000_SRR346690	male	S13M100000_SRR346690	male	48966	1113	231	0.4378	(0.438, 0.438)	0.1719	(0.152, 0.192)	1.0	0.0	Success
S13M1000000_SRR346690	male	S13M1000000_SRR346690	male	489112	10688	2317	0.4211	(0.421, 0.421)	0.1782	(0.172, 0.185)	1.0	0.0	Success
S14F150_SRR064532	female	S14F150_SRR064532	female	50	1	0	0.4189	(0.419, 0.419)	0.0	(0.0, 0.0)	0.0003	0.9997	Success
S14F200_SRR064532	female	S14F200_SRR064532	female	85	3	0	0.6512	(0.651, 0.651)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S14F250_SRR064532	female	S14F250_SRR064532	female	119	5	0	0.852	(0.852, 0.852)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S14F300_SRR064532	female	S14F300_SRR064532	female	129	6	0	0.9658	(0.966, 0.966)	0.0	(0.0, 0.0)	0.0	1.0	Success
S14F350_SRR064532	female	S14F350_SRR064532	female	158	6	0	0.7489	(0.749, 0.749)	0.0	(0.0, 0.0)	0.0003	0.9997	Success
S14F400_SRR064532	female	S14F400_SRR064532	female	152	5	0	0.6405	(0.64, 0.64)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S14F450_SRR064532	female	S14F450_SRR064532	female	196	6	0	0.6193	(0.619, 0.619)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S14F1000_SRR064532	female	S14F1000_SRR064532	female	437	15	0	0.6782	(0.678, 0.678)	0.0	(0.0, 0.0)	0.0005	0.9995	Success
S14F5000_SRR064532	female	S14F5000_SRR064532	female	2188	95	0	0.8463	(0.846, 0.846)	0.0	(0.0, 0.0)	0.0	1.0	Success
S14F10000_SRR064532	female	S14F10000_SRR064532	female	4362	178	2	0.8049	(0.805, 0.805)	0.0111	(-0.004, 0.026)	0.0001	0.9999	Success
S14F100000_SRR064532	female	S14F100000_SRR064532	female	43727	1849	6	0.8294	(0.829, 0.829)	0.0032	(0.001, 0.006)	0.0	1.0	Success
S14F1000000_SRR064532	female	S14F1000000_SRR064532	female	436608	18641	102	0.8388	(0.839, 0.839)	0.0054	(0.004, 0.006)	0.0	1.0	Success
S14M150_SRR346690	male	S14M150_SRR346690	female	68	2	0	0.5623	(0.562, 0.562)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S14M200_SRR346690	male	S14M200_SRR346690	female	106	3	0	0.5507	(0.551, 0.551)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S14M250_SRR346690	male	S14M250_SRR346690	male	131	1	1	0.1495	(0.149, 0.149)	0.5	(-0.193, 1.193)	1.0	0.0	Success
S14M300_SRR346690	male	S14M300_SRR346690	female	132	2	0	0.3024	(0.302, 0.302)	0.0	(0.0, 0.0)	0.0	1.0	Success
S14M350_SRR346690	male	S14M350_SRR346690	male	187	3	1	0.3001	(0.3, 0.3)	0.25	(-0.174, 0.674)	0.994	0.006	Success
S14M400_SRR346690	male	S14M400_SRR346690	male	193	2	1	0.1943	(0.194, 0.194)	0.3333	(-0.2, 0.867)	1.0	0.0	Success
S14M450_SRR346690	male	S14M450_SRR346690	female	230	1	0	0.0813	(0.081, 0.081)	0.0	(0.0, 0.0)	0.0	1.0	Success
S14M1000_SRR346690	male	S14M1000_SRR346690	uncertain	526	11	1	0.401	(0.401, 0.401)	0.0833	(-0.073, 0.24)	0.0706	0.9294	Success
S14M5000_SRR346690	male	S14M5000_SRR346690	male	2471	56	9	0.4283	(0.428, 0.428)	0.1385	(0.054, 0.222)	0.9987	0.0013	Success
S14M10000_SRR346690	male	S14M10000_SRR346690	male	4956	109	19	0.4231	(0.423, 0.423)	0.1484	(0.087, 0.21)	0.9998	0.0002	Success
S14M100000_SRR346690	male	S14M100000_SRR346690	male	48816	1105	215	0.4369	(0.437, 0.437)	0.1629	(0.143, 0.183)	1.0	0.0	Success
S14M1000000_SRR346690	male	S14M1000000_SRR346690	male	488634	10733	2229	0.4232	(0.423, 0.423)	0.172	(0.165, 0.178)	1.0	0.0	Success
S15F150_SRR064532	female	S15F150_SRR064532	female	59	6	0	1.8023	(1.802, 1.802)	0.0	(0.0, 0.0)	0.0	1.0	Success
S15F200_SRR064532	female	S15F200_SRR064532	female	85	3	0	0.6762	(0.676, 0.676)	0.0	(0.0, 0.0)	0.0005	0.9995	Success
S15F250_SRR064532	female	S15F250_SRR064532	female	107	7	0	1.3574	(1.357, 1.357)	0.0	(0.0, 0.0)	0.0	1.0	Success
S15F300_SRR064532	female	S15F300_SRR064532	female	130	5	0	0.774	(0.774, 0.774)	0.0	(0.0, 0.0)	0.0002	0.9998	Success
S15F350_SRR064532	female	S15F350_SRR064532	female	160	4	0	0.5124	(0.512, 0.512)	0.0	(0.0, 0.0)	0.0005	0.9995	Success
S15F400_SRR064532	female	S15F400_SRR064532	female	165	5	0	0.5515	(0.551, 0.551)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S15F450_SRR064532	female	S15F450_SRR064532	female	214	8	0	0.7417	(0.742, 0.742)	0.0	(0.0, 0.0)	0.0003	0.9997	Success
S15F1000_SRR064532	female	S15F1000_SRR064532	female	420	24	0	1.1663	(1.166, 1.166)	0.0	(0.0, 0.0)	0.0	1.0	Success
S15F5000_SRR064532	female	S15F5000_SRR064532	female	2161	92	0	0.8312	(0.831, 0.831)	0.0	(0.0, 0.0)	0.0	1.0	Success
S15F10000_SRR064532	female	S15F10000_SRR064532	female	4387	188	1	0.8383	(0.838, 0.838)	0.0053	(-0.005, 0.016)	0.0	1.0	Success
S15F100000_SRR064532	female	S15F100000_SRR064532	female	43185	1895	9	0.8623	(0.862, 0.862)	0.0047	(0.002, 0.008)	0.0	1.0	Success
S15F1000000_SRR064532	female	S15F1000000_SRR064532	female	436721	18678	98	0.8403	(0.84, 0.84)	0.0052	(0.004, 0.006)	0.0	1.0	Success
S15M150_SRR346690	male	S15M150_SRR346690	female	75	1	0	0.2486	(0.249, 0.249)	0.0	(0.0, 0.0)	0.0	1.0	Success
S15M200_SRR346690	male	S15M200_SRR346690	female	107	1	0	0.1709	(0.171, 0.171)	0.0	(0.0, 0.0)	0.0	1.0	Success
S15M250_SRR346690	male	S15M250_SRR346690	male	120	3	2	0.474	(0.474, 0.474)	0.4	(-0.029, 0.829)	1.0	0.0	Success
S15M300_SRR346690	male	S15M300_SRR346690	female	153	4	0	0.5302	(0.53, 0.53)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S15M350_SRR346690	male	S15M350_SRR346690	male	164	1	1	0.1166	(0.117, 0.117)	0.5	(-0.193, 1.193)	1.0	0.0	Success
S15M400_SRR346690	male	S15M400_SRR346690	male	195	4	2	0.3893	(0.389, 0.389)	0.3333	(-0.044, 0.711)	1.0	0.0	Success
S15M450_SRR346690	male	S15M450_SRR346690	uncertain	207	4	1	0.3633	(0.363, 0.363)	0.2	(-0.151, 0.551)	0.7778	0.2222	Success
S15M1000_SRR346690	male	S15M1000_SRR346690	female	486	18	1	0.7377	(0.738, 0.738)	0.0526	(-0.048, 0.153)	0.0009	0.9991	Success
S15M5000_SRR346690	male	S15M5000_SRR346690	male	2483	49	10	0.3733	(0.373, 0.373)	0.1695	(0.074, 0.265)	1.0	0.0	Success
S15M10000_SRR346690	male	S15M10000_SRR346690	male	4860	114	25	0.448	(0.448, 0.448)	0.1799	(0.116, 0.244)	1.0	0.0	Success
S15M100000_SRR346690	male	S15M100000_SRR346690	male	48843	1082	224	0.4267	(0.427, 0.427)	0.1715	(0.151, 0.192)	1.0	0.0	Success
S15M1000000_SRR346690	male	S15M1000000_SRR346690	male	489270	10629	2285	0.4186	(0.419, 0.419)	0.1769	(0.17, 0.184)	1.0	0.0	Success
S16F150_SRR064532	female	S16F150_SRR064532	female	70	2	0	0.5503	(0.55, 0.55)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
